YearStart,YearEnd,LocationAbbr,LocationDesc,Topic,Question
2015,2015,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2017,2017,MD,Maryland,Alcohol,Chronic liver disease mortality
2013,2013,AR,Arkansas,Alcohol,Alcohol use before pregnancy
2019,2019,NE,Nebraska,Alcohol,Binge drinking prevalence among youth
2017,2017,NV,Nevada,Alcohol,Chronic liver disease mortality
2016,2016,UT,Utah,Alcohol,Alcohol use before pregnancy
2014,2014,ME,Maine,Alcohol,Chronic liver disease mortality
2014,2014,NY,New York,Alcohol,Chronic liver disease mortality
2017,2017,NV,Nevada,Alcohol,Binge drinking prevalence among youth
2011,2011,HI,Hawaii,Alcohol,Chronic liver disease mortality
2020,2020,FL,Florida,Alcohol,Chronic liver disease mortality
2019,2019,IL,Illinois,Alcohol,Chronic liver disease mortality
2018,2018,CA,California,Alcohol,Chronic liver disease mortality
2014,2014,NY,New York,Alcohol,Alcohol use before pregnancy
2014,2014,MN,Minnesota,Alcohol,Chronic liver disease mortality
2015,2015,CT,Connecticut,Alcohol,Chronic liver disease mortality
2017,2017,MD,Maryland,Alcohol,Chronic liver disease mortality
2019,2019,SD,South Dakota,Alcohol,Alcohol use before pregnancy
2013,2013,VT,Vermont,Alcohol,Alcohol use among youth
2018,2018,NE,Nebraska,Alcohol,Alcohol use before pregnancy
2019,2019,AK,Alaska,Alcohol,Alcohol use before pregnancy
2020,2020,LA,Louisiana,Alcohol,Chronic liver disease mortality
2020,2020,DC,District of Columbia,Alcohol,Alcohol use before pregnancy
2011,2011,MS,Mississippi,Alcohol,Chronic liver disease mortality
2011,2011,AZ,Arizona,Alcohol,Chronic liver disease mortality
2019,2019,NY,New York,Alcohol,Chronic liver disease mortality
2012,2012,MO,Missouri,Alcohol,Chronic liver disease mortality
2012,2012,PR,Puerto Rico,Alcohol,Alcohol use before pregnancy
2014,2014,US,United States,Alcohol,Alcohol use before pregnancy
2019,2019,FL,Florida,Alcohol,Alcohol use among youth
2019,2019,GA,Georgia,Alcohol,Binge drinking prevalence among youth
2020,2020,OR,Oregon,Alcohol,Alcohol use before pregnancy
2018,2018,MS,Mississippi,Alcohol,Chronic liver disease mortality
2017,2017,SD,South Dakota,Alcohol,Alcohol use among youth
2018,2018,AZ,Arizona,Alcohol,Chronic liver disease mortality
2015,2015,ND,North Dakota,Alcohol,Alcohol use among youth
2014,2014,OR,Oregon,Alcohol,Chronic liver disease mortality
2014,2014,LA,Louisiana,Alcohol,Chronic liver disease mortality
2012,2012,KY,Kentucky,Alcohol,Chronic liver disease mortality
2010,2010,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2020,2020,MT,Montana,Alcohol,Chronic liver disease mortality
2018,2018,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2017,2017,CO,Colorado,Alcohol,Alcohol use among youth
2015,2015,NY,New York,Alcohol,Alcohol use before pregnancy
2017,2017,AL,Alabama,Alcohol,Binge drinking prevalence among youth
2014,2014,SC,South Carolina,Alcohol,Alcohol use before pregnancy
2015,2015,NC,North Carolina,Alcohol,Chronic liver disease mortality
2014,2014,IL,Illinois,Alcohol,Chronic liver disease mortality
2011,2011,ID,Idaho,Alcohol,Chronic liver disease mortality
2017,2017,KY,Kentucky,Alcohol,Chronic liver disease mortality
2015,2015,NV,Nevada,Alcohol,Chronic liver disease mortality
2015,2015,MO,Missouri,Alcohol,Chronic liver disease mortality
2019,2019,ME,Maine,Alcohol,Chronic liver disease mortality
2015,2015,MN,Minnesota,Alcohol,Chronic liver disease mortality
2019,2019,VA,Virginia,Alcohol,Alcohol use among youth
2011,2011,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2013,2013,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2018,2018,NY,New York,Alcohol,Chronic liver disease mortality
2019,2019,AK,Alaska,Alcohol,Chronic liver disease mortality
2020,2020,MI,Michigan,Alcohol,Chronic liver disease mortality
2015,2015,AZ,Arizona,Alcohol,Chronic liver disease mortality
2018,2018,NY,New York,Alcohol,Chronic liver disease mortality
2011,2011,LA,Louisiana,Alcohol,Chronic liver disease mortality
2014,2014,NH,New Hampshire,Alcohol,Alcohol use before pregnancy
2019,2019,NM,New Mexico,Alcohol,Chronic liver disease mortality
2015,2015,MO,Missouri,Alcohol,Alcohol use before pregnancy
2013,2013,DE,Delaware,Alcohol,Chronic liver disease mortality
2015,2015,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2010,2010,KY,Kentucky,Alcohol,Chronic liver disease mortality
2010,2010,FL,Florida,Alcohol,Chronic liver disease mortality
2016,2016,GA,Georgia,Alcohol,Chronic liver disease mortality
2013,2013,IN,Indiana,Alcohol,Chronic liver disease mortality
2013,2013,GA,Georgia,Alcohol,Alcohol use before pregnancy
2013,2013,IA,Iowa,Alcohol,Chronic liver disease mortality
2019,2019,MA,Massachusetts,Alcohol,Alcohol use before pregnancy
2011,2011,NV,Nevada,Alcohol,Chronic liver disease mortality
2014,2014,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2020,2020,OR,Oregon,Alcohol,Chronic liver disease mortality
2015,2015,MD,Maryland,Alcohol,Alcohol use among youth
2019,2019,MD,Maryland,Alcohol,Chronic liver disease mortality
2012,2012,MO,Missouri,Alcohol,Chronic liver disease mortality
2016,2016,IN,Indiana,Alcohol,Chronic liver disease mortality
2013,2013,NV,Nevada,Alcohol,Binge drinking prevalence among youth
2011,2011,AR,Arkansas,Alcohol,Chronic liver disease mortality
2016,2016,US,United States,Alcohol,Alcohol use before pregnancy
2011,2011,ME,Maine,Alcohol,Chronic liver disease mortality
2015,2015,MI,Michigan,Alcohol,Alcohol use among youth
2016,2016,MD,Maryland,Alcohol,Alcohol use before pregnancy
2012,2012,IL,Illinois,Alcohol,Chronic liver disease mortality
2018,2018,NC,North Carolina,Alcohol,Chronic liver disease mortality
2020,2020,VA,Virginia,Alcohol,Alcohol use before pregnancy
2020,2020,GA,Georgia,Alcohol,Chronic liver disease mortality
2020,2020,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2020,2020,NJ,New Jersey,Alcohol,Alcohol use before pregnancy
2012,2012,OR,Oregon,Alcohol,Chronic liver disease mortality
2018,2018,NY,New York,Alcohol,Alcohol use before pregnancy
2010,2010,NM,New Mexico,Alcohol,Chronic liver disease mortality
2015,2015,CO,Colorado,Alcohol,Alcohol use among youth
2015,2015,ID,Idaho,Alcohol,Alcohol use among youth
2014,2014,RI,Rhode Island,Alcohol,Alcohol use before pregnancy
2013,2013,MT,Montana,Alcohol,Alcohol use among youth
2017,2017,AR,Arkansas,Alcohol,Alcohol use among youth
2016,2016,MD,Maryland,Alcohol,Chronic liver disease mortality
2013,2013,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2012,2012,CO,Colorado,Alcohol,Chronic liver disease mortality
2019,2019,OK,Oklahoma,Alcohol,Binge drinking prevalence among youth
2011,2011,AR,Arkansas,Alcohol,Chronic liver disease mortality
2010,2010,LA,Louisiana,Alcohol,Chronic liver disease mortality
2017,2017,FL,Florida,Alcohol,Chronic liver disease mortality
2012,2012,HI,Hawaii,Alcohol,Alcohol use before pregnancy
2019,2019,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2018,2018,NE,Nebraska,Alcohol,Alcohol use before pregnancy
2016,2016,GA,Georgia,Alcohol,Chronic liver disease mortality
2017,2017,KS,Kansas,Alcohol,Chronic liver disease mortality
2016,2016,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2016,2016,MT,Montana,Alcohol,Chronic liver disease mortality
2010,2010,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2013,2013,WY,Wyoming,Alcohol,Alcohol use among youth
2012,2012,IN,Indiana,Alcohol,Chronic liver disease mortality
2019,2019,ME,Maine,Alcohol,Alcohol use among youth
2011,2011,OR,Oregon,Alcohol,Chronic liver disease mortality
2015,2015,WI,Wisconsin,Alcohol,Alcohol use among youth
2012,2012,MI,Michigan,Alcohol,Chronic liver disease mortality
2014,2014,NM,New Mexico,Alcohol,Alcohol use before pregnancy
2013,2013,CA,California,Alcohol,Chronic liver disease mortality
2012,2012,NM,New Mexico,Alcohol,Chronic liver disease mortality
2016,2016,NV,Nevada,Alcohol,Chronic liver disease mortality
2011,2011,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2013,2013,DE,Delaware,Alcohol,Binge drinking prevalence among youth
2014,2014,CO,Colorado,Alcohol,Chronic liver disease mortality
2019,2019,NY,New York,Alcohol,Alcohol use among youth
2012,2012,PA,Pennsylvania,Alcohol,Alcohol use before pregnancy
2016,2016,HI,Hawaii,Alcohol,Chronic liver disease mortality
2010,2010,IN,Indiana,Alcohol,Chronic liver disease mortality
2013,2013,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2010,2010,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2014,2014,MS,Mississippi,Alcohol,Chronic liver disease mortality
2011,2011,NE,Nebraska,Alcohol,Chronic liver disease mortality
2016,2016,MT,Montana,Alcohol,Chronic liver disease mortality
2016,2016,OR,Oregon,Alcohol,Alcohol use before pregnancy
2017,2017,AR,Arkansas,Alcohol,Chronic liver disease mortality
2013,2013,OR,Oregon,Alcohol,Chronic liver disease mortality
2017,2017,LA,Louisiana,Alcohol,Alcohol use before pregnancy
2019,2019,MI,Michigan,Alcohol,Chronic liver disease mortality
2019,2019,WI,Wisconsin,Alcohol,Binge drinking prevalence among youth
2019,2019,WV,West Virginia,Alcohol,Binge drinking prevalence among youth
2012,2012,IL,Illinois,Alcohol,Alcohol use before pregnancy
2012,2012,AR,Arkansas,Alcohol,Chronic liver disease mortality
2015,2015,NM,New Mexico,Alcohol,Chronic liver disease mortality
2013,2013,GU,Guam,Alcohol,Alcohol use among youth
2016,2016,DE,Delaware,Alcohol,Chronic liver disease mortality
2017,2017,WI,Wisconsin,Alcohol,Alcohol use among youth
2016,2016,HI,Hawaii,Alcohol,Alcohol use before pregnancy
2020,2020,AZ,Arizona,Alcohol,Chronic liver disease mortality
2018,2018,GA,Georgia,Alcohol,Alcohol use before pregnancy
2014,2014,HI,Hawaii,Alcohol,Alcohol use before pregnancy
2013,2013,OH,Ohio,Alcohol,Chronic liver disease mortality
2013,2013,RI,Rhode Island,Alcohol,Alcohol use before pregnancy
2018,2018,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2018,2018,DE,Delaware,Alcohol,Chronic liver disease mortality
2019,2019,NJ,New Jersey,Alcohol,Chronic liver disease mortality
2013,2013,MO,Missouri,Alcohol,Chronic liver disease mortality
2017,2017,IA,Iowa,Alcohol,Chronic liver disease mortality
2019,2019,HI,Hawaii,Alcohol,Chronic liver disease mortality
2017,2017,NC,North Carolina,Alcohol,Alcohol use among youth
2011,2011,MT,Montana,Alcohol,Chronic liver disease mortality
2019,2019,MN,Minnesota,Alcohol,Alcohol use among youth
2018,2018,AK,Alaska,Alcohol,Alcohol use before pregnancy
2015,2015,FL,Florida,Alcohol,Alcohol use among youth
2010,2010,MS,Mississippi,Alcohol,Chronic liver disease mortality
2017,2017,FL,Florida,Alcohol,Chronic liver disease mortality
2017,2017,IA,Iowa,Alcohol,Alcohol use before pregnancy
2019,2019,MT,Montana,Alcohol,Binge drinking prevalence among youth
2015,2015,AL,Alabama,Alcohol,Chronic liver disease mortality
2016,2016,NH,New Hampshire,Alcohol,Alcohol use before pregnancy
2013,2013,NC,North Carolina,Alcohol,Chronic liver disease mortality
2017,2017,AL,Alabama,Alcohol,Chronic liver disease mortality
2019,2019,RI,Rhode Island,Alcohol,Alcohol use before pregnancy
2015,2015,KS,Kansas,Alcohol,Chronic liver disease mortality
2010,2010,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2013,2013,AL,Alabama,Alcohol,Chronic liver disease mortality
2011,2011,CA,California,Alcohol,Chronic liver disease mortality
2013,2013,AR,Arkansas,Alcohol,Alcohol use among youth
2020,2020,CT,Connecticut,Alcohol,Chronic liver disease mortality
2016,2016,IA,Iowa,Alcohol,Alcohol use before pregnancy
2017,2017,ND,North Dakota,Alcohol,Chronic liver disease mortality
2018,2018,AR,Arkansas,Alcohol,Chronic liver disease mortality
2019,2019,MI,Michigan,Alcohol,Chronic liver disease mortality
2010,2010,AL,Alabama,Alcohol,Chronic liver disease mortality
2012,2012,MS,Mississippi,Alcohol,Chronic liver disease mortality
2018,2018,MN,Minnesota,Alcohol,Chronic liver disease mortality
2012,2012,AK,Alaska,Alcohol,Chronic liver disease mortality
2015,2015,MN,Minnesota,Alcohol,Alcohol use among youth
2011,2011,AZ,Arizona,Alcohol,Chronic liver disease mortality
2014,2014,KY,Kentucky,Alcohol,Chronic liver disease mortality
2020,2020,IN,Indiana,Alcohol,Chronic liver disease mortality
2012,2012,AK,Alaska,Alcohol,Local authority to regulate alcohol outlet density
2014,2014,MN,Minnesota,Alcohol,Chronic liver disease mortality
2020,2020,PR,Puerto Rico,Alcohol,Alcohol use before pregnancy
2017,2017,IN,Indiana,Alcohol,Chronic liver disease mortality
2012,2012,CA,California,Alcohol,Chronic liver disease mortality
2010,2010,NY,New York,Alcohol,Chronic liver disease mortality
2018,2018,CA,California,Alcohol,Chronic liver disease mortality
2011,2011,CO,Colorado,Alcohol,Chronic liver disease mortality
2011,2011,NE,Nebraska,Alcohol,Chronic liver disease mortality
2015,2015,NY,New York,Alcohol,Chronic liver disease mortality
2010,2010,HI,Hawaii,Alcohol,Chronic liver disease mortality
2016,2016,KY,Kentucky,Alcohol,Chronic liver disease mortality
2017,2017,NH,New Hampshire,Alcohol,Alcohol use among youth
2019,2019,IN,Indiana,Alcohol,Chronic liver disease mortality
2020,2020,IL,Illinois,Alcohol,Chronic liver disease mortality
2017,2017,AZ,Arizona,Alcohol,Chronic liver disease mortality
2012,2012,AL,Alabama,Alcohol,Chronic liver disease mortality
2012,2012,GA,Georgia,Alcohol,Chronic liver disease mortality
2015,2015,DE,Delaware,Alcohol,Alcohol use before pregnancy
2016,2016,WY,Wyoming,Alcohol,Alcohol use before pregnancy
2010,2010,AK,Alaska,Alcohol,Chronic liver disease mortality
2012,2012,ME,Maine,Alcohol,Chronic liver disease mortality
2010,2010,HI,Hawaii,Alcohol,Chronic liver disease mortality
2013,2013,MI,Michigan,Alcohol,Chronic liver disease mortality
2010,2010,KS,Kansas,Alcohol,Chronic liver disease mortality
2015,2015,NY,New York,Alcohol,Chronic liver disease mortality
2010,2010,AR,Arkansas,Alcohol,Chronic liver disease mortality
2014,2014,GA,Georgia,Alcohol,Chronic liver disease mortality
2013,2013,LA,Louisiana,Alcohol,Alcohol use among youth
2017,2017,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2020,2020,IA,Iowa,Alcohol,Chronic liver disease mortality
2017,2017,NM,New Mexico,Alcohol,Chronic liver disease mortality
2012,2012,NM,New Mexico,Alcohol,Alcohol use before pregnancy
2019,2019,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2015,2015,ME,Maine,Alcohol,Chronic liver disease mortality
2013,2013,HI,Hawaii,Alcohol,Alcohol use among youth
2020,2020,MD,Maryland,Alcohol,Chronic liver disease mortality
2019,2019,KS,Kansas,Alcohol,Binge drinking prevalence among youth
2012,2012,AZ,Arizona,Alcohol,Chronic liver disease mortality
2011,2011,MT,Montana,Alcohol,Chronic liver disease mortality
2014,2014,ME,Maine,Alcohol,Chronic liver disease mortality
2017,2017,AL,Alabama,Alcohol,Binge drinking prevalence among youth
2016,2016,MS,Mississippi,Alcohol,Chronic liver disease mortality
2017,2017,IL,Illinois,Alcohol,Alcohol use among youth
2017,2017,FL,Florida,Alcohol,Binge drinking prevalence among youth
2019,2019,NY,New York,Alcohol,Chronic liver disease mortality
2015,2015,HI,Hawaii,Alcohol,Chronic liver disease mortality
2017,2017,WA,Washington,Alcohol,Alcohol use among youth
2018,2018,IA,Iowa,Alcohol,Chronic liver disease mortality
2018,2018,HI,Hawaii,Alcohol,Chronic liver disease mortality
2013,2013,CT,Connecticut,Alcohol,Chronic liver disease mortality
2011,2011,AL,Alabama,Alcohol,Chronic liver disease mortality
2016,2016,ID,Idaho,Alcohol,Chronic liver disease mortality
2016,2016,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2015,2015,NY,New York,Alcohol,Alcohol use among youth
2020,2020,MI,Michigan,Alcohol,Chronic liver disease mortality
2014,2014,MT,Montana,Alcohol,Chronic liver disease mortality
2010,2010,AZ,Arizona,Alcohol,Chronic liver disease mortality
2012,2012,ID,Idaho,Alcohol,Chronic liver disease mortality
2014,2014,AK,Alaska,Alcohol,Alcohol use before pregnancy
2017,2017,MS,Mississippi,Alcohol,Chronic liver disease mortality
2019,2019,VA,Virginia,Alcohol,Binge drinking prevalence among youth
2012,2012,MA,Massachusetts,Alcohol,Chronic liver disease mortality
2014,2014,AK,Alaska,Alcohol,Alcohol use before pregnancy
2019,2019,MT,Montana,Alcohol,Chronic liver disease mortality
2019,2019,IL,Illinois,Alcohol,Binge drinking prevalence among youth
2020,2020,OH,Ohio,Alcohol,Chronic liver disease mortality
2017,2017,MI,Michigan,Alcohol,Binge drinking prevalence among youth
2015,2015,NH,New Hampshire,Alcohol,Chronic liver disease mortality
2015,2015,AR,Arkansas,Alcohol,Chronic liver disease mortality
2017,2017,UT,Utah,Alcohol,Alcohol use among youth
2014,2014,ND,North Dakota,Alcohol,Local authority to regulate alcohol outlet density
2020,2020,FL,Florida,Alcohol,Chronic liver disease mortality
2017,2017,OR,Oregon,Alcohol,Chronic liver disease mortality
2012,2012,DE,Delaware,Alcohol,Chronic liver disease mortality
2020,2020,NY,New York,Alcohol,Chronic liver disease mortality
2014,2014,MT,Montana,Alcohol,Chronic liver disease mortality
2015,2015,SD,South Dakota,Alcohol,Alcohol use among youth
2015,2015,MI,Michigan,Alcohol,Chronic liver disease mortality
2015,2015,MS,Mississippi,Alcohol,Chronic liver disease mortality
2018,2018,DC,District of Columbia,Alcohol,Alcohol use before pregnancy
2017,2017,OH,Ohio,Alcohol,Chronic liver disease mortality
2012,2012,KY,Kentucky,Alcohol,Chronic liver disease mortality
2016,2016,OK,Oklahoma,Alcohol,Chronic liver disease mortality
2020,2020,DC,District of Columbia,Alcohol,Chronic liver disease mortality
2020,2020,MN,Minnesota,Alcohol,Chronic liver disease mortality
2015,2015,SD,South Dakota,Alcohol,Alcohol use among youth
